onset	duration	trial_type	trial	delay	sentence	detected_delay
833.4766	4.4649	adaption	56	0.204	The Navy attacked the big task force.	1
840.0267	3.2575	adaption	57	0.204	Cut the pie into large parts.	1
845.7435	2.9953	adaption	58	0.204	The hat brim was wide and too droopy.	1
851.1269	3.9704	adaption	59	0.204	The lawyer tried to lose his case.	1
856.5603	3.5917	adaption	60	0.204	See the cat glaring at the scared mouse.	1
862.5938	4.1485	adaption	61	0.204	Even the worst will beat his low score.	1
868.8438	3.641	adaption	62	0.204	A blue crane is a tall wading bird.	1
874.7106	4.6686	adaption	63	0.204	Float the soap on top of the bath water.	1
881.4607	4.6048	adaption	64	0.204	The lure is used to catch trout and flounder.	1
887.9108	4.633	adaption	65	0.204	A fresh start will work such wonders.	1
894.1942	4.0283	adaption	66	0.204	The hostess taught the new maid to serve.	1
899.9777	4.2512	adaption	67	0.204	The brown house was on fire to the attic.	1
906.5944	4.0649	adaption	68	0.204	The club rented the rink for the fifth night.	1
913.5778	4.3597	adaption	69	0.204	He wrote his last novel there at the inn.	1
919.9946	3.7654	adaption	70	0.204	After the dance, they went straight home.	1
926.1613	1.6137	adaption	71	0.204	Gray paint stretched for miles around.	1
931.7281	4.3328	adaption	72	0.204	The train brought our hero to the big town.	1
938.3789	4.7683	adaption	73	0.204	Tea served from the brown jug is tasty.	1
945.445	4.0046	adaption	74	0.204	A zestful food is the hot-cross bun.	1
951.3956	3.9565	adaption	75	0.204	The dark pot hung in the front closet.	1
957.5118	4.1667	adaption	76	0.204	Carry the pail to the wall and spill it there.	1
963.2286	4.0326	adaption	77	0.204	A dash of pepper spoils beef stew.	1
968.6954	3.2525	adaption	78	0.204	The rude laugh filled the empty room.	1
973.7621	4.4483	adaption	79	0.204	High seats are best for football fans.	1
979.8955	3.5695	adaption	80	0.204	We are sure that one war is enough.	1
985.1956	2.6843	random2	1	0.013	Nudge gently but wake her now.	0
989.4796	3.7671	random2	2	0.212	Fasten two pins on each side.	1
995.0957	3.9814	random2	3	0.093	There is a lag between thought and act.	1
1001.1291	4.3784	random2	4	0.138	A cold dip restores health and zest.	1
1007.2793	4.2987	random2	5	0.167	A chink in the wall allowed a draft to blow.	1
1013.9127	4.2316	random2	6	0.152	The point of the steel pen was bent and twisted.	1
1019.8128	4.546	random2	7	0.172	The sand drifts over the sills of the old house.	1
1026.2963	4.157	random2	8	0.068	The news struck doubt into restless minds.	1
1032.5468	3.3211	random2	9	0.117	Once we stood beside the shore.	1
1038.5493	5.5165	random2	10	0.21	He takes the oath of office each March.	1
1046.1299	3.7425	random2	11	0.242	The case was puzzling to the old and wise.	1
1051.6967	3.9742	random2	12	0.125	The youth drove with zest, but little skill.	1
1057.4467	4.1667	random2	13	0.123	The bright lanterns were gay on the dark lawn.	1
1063.8802	4.1477	random2	14	0.226	Five years he lived with a shaggy dog.	1
1069.7803	5.0538	random2	15	0.223	The kite flew wildly in the high wind.	1
1077.0137	3.755	random2	16	0.063	We don't get much money but we have fun.	0
1082.2637	4.9594	random2	17	0.03	A fur muff is stylish once more.	0
1090.0972	3.9801	random2	18	0.108	We need an end of all such matter.	1
1096.4473	3.6526	random2	19	0.152	A fence cuts through the corner lot.	1
1101.9974	3.557	random2	20	0.088	The tin box held priceless stones.	1
1107.8975	4.1513	random2	21	0.207	The bombs left most of the town in ruins.	1
1113.6475	4.3358	random2	22	0.071	The pot boiled but the contents failed to jell.	1
1119.9143	4.5474	random2	23	0.135	The streets are narrow and full of sharp turns.	1
1125.7315	4.7767	random2	24	0.123	The pup jerked the leash as he saw a feline shape.	1
1131.9978	4.109	random2	25	0.215	Stop and stare at the hard working man.	1
1137.5146	3.775	random2	26	0.247	The baby puts his right foot in his mouth.	1
1143.3981	4.1379	random2	27	0.145	Take the match and strike it against your shoe.	1
1149.2821	4.7402	random2	28	0.071	The store was jammed before the sale could start.	0
1156.3482	4.7923	random2	29	0.111	It was a bad error on the part of the new judge.	1
1162.715	4.1441	random2	30	0.252	One step more and the board will collapse.	1
1168.4818	4.4478	random2	31	0.118	The swan dive was far short of perfect.	1
1174.8484	3.6317	random2	32	0.103	Her purse was full of useless trash.	1
1180.2485	3.8303	random2	33	0.057	It snowed, rained, and hailed the same morning.	0
1185.632	4.3332	random2	34	0.217	The beauty of the view stunned the young boy.	1
1191.8321	4.4196	random2	35	0.092	The fish twisted and turned on the bent hook.	1
1197.8661	3.0965	random2	36	0.21	Read verse out loud for pleasure.	1
1202.6823	3.8468	random2	37	0.107	The colt reared and threw the tall rider.	1
1208.7823	4.1212	random2	38	0.152	Press the pants and sew a button on the vest.	1
1214.7657	3.5844	random2	39	0.207	Two blue fish swam in the tank.	1
1221.8158	3.5646	random2	40	0.215	The small pup gnawed a hole in the sock.	1
1227.866	3.7689	random2	41	0.085	The cigar burned a hole in the desk top.	1
1233.166	3.6516	random2	42	0.064	The tree top waved in a graceful way.	0
1239.0828	4.0931	random2	43	0.063	Mud was spattered on the front of his white shirt.	0
1244.7329	4.4816	random2	44	0.074	The spot on the blotter was made by green ink.	0
1251.083	4.4659	random2	45	0.174	Those thistles bend in a high wind.	1
1257.7831	3.8603	random2	46	0.139	A salt pickle tastes fine with ham.	1
1263.4332	3.4328	random2	47	0.027	The just claim got the right verdict.	0
1268.5665	3.4582	random2	48	0.145	Pure bred poodles have curls.	1
1273.5666	2.969	random2	49	0.202	Guess the result from the first scores.	1
1277.95	3.1444	random2	50	0.243	The young kid jumped the rusty gate.	1
