onset	duration	trial_type	trial	delay	sentence	detected_delay
893.8597	4.7382	adaption	50	0.204	The just claim got the right verdict.	1
901.3932	3.819	adaption	51	0.204	A yacht slid around the point into the bay.	1
907.36	3.5548	adaption	52	0.204	The pearl was worn in a thin silver ring.	1
913.3768	3.6244	adaption	53	0.204	A tame squirrel makes a nice pet.	1
919.4602	4.0433	adaption	54	0.204	The horn of the car woke the sleeping cop.	1
925.9935	3.9725	adaption	55	0.204	The walled town was seized without a fight.	1
933.0104	3.5779	adaption	56	0.204	The fruit peel was cut in thick slices.	1
939.5438	4.0507	adaption	57	0.204	The heart beat strongly and with firm strokes.	1
946.4605	3.7084	adaption	58	0.204	The lease ran out in sixteen weeks.	0
951.9273	3.6562	adaption	59	0.204	The ink stain dried on the finished page.	1
957.544	3.5342	adaption	60	0.204	The two met while playing on the sand.	1
965.0275	3.6407	adaption	61	0.204	The stray cat gave birth to kittens.	1
971.1443	3.5304	adaption	62	0.204	The meal was cooked before the bell rang.	0
976.8277	2.7898	adaption	63	0.204	Mend the coat before you go out.	0
982.1944	3.5016	adaption	64	0.204	Hoist the load to your left shoulder.	0
988.5945	3.0279	adaption	65	0.204	What joy there is in living.	1
995.3113	3.5493	adaption	66	0.204	Note closely the size of the gas tank.	1
1001.6947	3.3884	adaption	67	0.204	Wipe the grease off his dirty face.	0
1006.9114	3.3704	adaption	68	0.204	Take the winding path to reach the lake.	1
1012.7449	3.9593	adaption	69	0.204	The wrist was badly strained and hung limp.	0
1019.5283	3.3584	adaption	70	0.204	The young girl gave no clear response.	1
1026.1951	4.2896	adaption	71	0.204	Calves thrive on tender spring grass.	1
1033.0118	3.5753	adaption	72	0.204	Plead with the lawyer to drop the lost cause.	1
1038.9119	3.4179	adaption	73	0.204	The facts don't always show who is right.	1
1044.0954	3.657	adaption	74	0.204	The goose was brought straight from the old market.	1
1050.4455	3.8652	adaption	75	0.204	The sink is the thing in which we pile dishes.	1
1056.6789	3.2384	adaption	76	0.204	Post no bills on this office wall.	1
1062.5623	4.0413	adaption	77	0.204	She flaps her cape as she parades the street.	0
1068.7124	3.5939	adaption	78	0.204	Loop the braid to the left and then over.	1
1074.1791	3.8297	adaption	79	0.204	The loss of the cruiser was a blow to the fleet.	1
1082.3126	3.4782	adaption	80	0.204	A whiff of it will cure the most stubborn cold.	1
1088.1127	4.0045	random2	1	0.087	Breakfast buns are fine with a hot drink.	0
1094.7128	3.1151	random2	2	0.035	He wheeled the bike past the winding road.	0
1100.3629	3.6473	random2	3	0.222	Drop the ashes on the worn old rug.	1
1107.2963	3.9121	random2	4	0.021	The man wore a feather in his felt hat.	0
1115.8131	3.1854	random2	5	0.067	Throw out the used paper cup and plate.	0
1120.6632	2.7981	random2	6	0.248	Bottles hold four kinds of rum.	1
1125.5633	3.1607	random2	7	0.232	They slice the sausage thin with a knife.	1
1131.0633	3.5154	random2	8	0.248	The bloom of the rose lasts a few days.	1
1137.1635	3.6055	random2	9	0.207	The desk and both chairs were painted tan.	1
1143.5969	3.9304	random2	10	0.168	A gray mare walked before the colt.	1
1150.5806	3.3132	random2	11	0.133	Better hash is made of rare beef.	1
1156.8137	3.3025	random2	12	0.228	Feed the white mouse some flower seeds.	1
1162.5305	3.5762	random2	13	0.241	This plank was made for walking on .	1
1172.4473	3.4489	random2	14	0.142	The thaw came early and freed the stream.	1
1177.7474	2.9716	random2	15	0.047	The lake sparkled in the red hot sun.	0
1182.6474	2.9663	random2	16	0.051	He crawled with care along the ledge.	0
1187.5809	3.5115	random2	17	0.056	Plead to the council to free the poor thief.	0
1193.1313	3.2718	random2	18	0.229	The key you designed will fit the lock.	1
1199.0811	3.4565	random2	19	0.047	He took the lead and kept it the whole distance.	0
1204.5478	3.0044	random2	20	0.108	Tend the sheep while the dog wanders.	1
1209.4979	4.6608	random2	21	0.252	It snowed, rained, and hailed the same morning.	1
1216.148	3.9292	random2	22	0.146	The fish twisted and turned on the bent hook.	1
1222.8481	3.7154	random2	23	0.187	The colt reared and threw the tall rider.	1
1228.7481	3.662	random2	24	0.145	Press the pants and sew a button on the vest.	1
1234.5649	3.4118	random2	25	0.134	Two blue fish swam in the tank.	1
1240.0816	3.5016	random2	26	0.156	Her purse was full of useless trash.	1
1245.8151	3.6867	random2	27	0.158	The swan dive was far short of perfect.	1
1251.7151	3.1933	random2	28	0.155	Read verse out loud for pleasure.	1
1257.2986	3.7682	random2	29	0.097	The beauty of the view stunned the young boy.	1
1263.182	3.3715	random2	30	0.055	The small pup gnawed a hole in the sock.	0
1268.7987	3.2574	random2	31	0.146	She saw a cat in the neighbor's house.	1
1274.2988	3.46	random2	32	0.119	A severe storm tore down the barn.	1
1281.599	2.8939	random2	33	0.121	When you hear the bell, come quickly.	0
1287.8824	3.7367	random2	34	0.23	A pink shell was found on the sandy beach.	1
1294.5825	3.0592	random2	35	0.194	Small children came to see him.	1
1299.9159	3.1724	random2	36	0.143	The long journey home took a year.	1
1305.7827	3.5602	random2	37	0.127	The blind man counted his old coins.	1
1311.5494	2.944	random2	38	0.03	The grass and bushes were wet with dew.	0
1316.8995	2.7526	random2	39	0.014	A gold ring will please most any girl.	0
1322.0496	2.8732	random2	40	0.237	She called his name many times.	1
1327.3497	3.2277	random2	41	0.246	Boards will warp unless kept dry.	0
1334.8664	4.1649	random2	42	0.064	The crunch of feet in the snow was the only sound.	0
1342.3333	4.5041	random2	43	0.175	He smoke a big pipe with strong contents.	1
1349.2833	3.3605	random2	44	0.244	The copper bowl shone in the sun's rays.	1
1355.25	3.4164	random2	45	0.017	Bathe and relax in the cool green grass.	0
1367.6669	3.0045	random2	46	0.044	We need grain to keep our mules healthy.	0
1372.317	3.0652	random2	47	0.097	The plush chair leaned against the wall.	1
1378.1337	2.919	random2	48	0.035	Glass will clink when struck by metal.	0
1383.2672	3.2082	random2	49	0.033	Pack the records in a neat thin case.	0
1387.8505	3.2157	random2	50	0.208	Fill the ink jar with sticky glue.	1
