onset	duration	trial_type	trial	delay	sentence	detected_delay
1643.9307	6.0139	random2	28	0.084	A lathe cuts and trims any wood.	1
1655.4641	4.7419	random2	29	0.049	A cone costs five cents on Mondays.	0
1667.1643	5.7025	random2	30	0.102	His hip struck the knee of the next player.	1
1676.0479	6.0086	random2	31	0.135	Cars and busses stalled in snow drifts.	1
1687.6314	5.8063	random2	32	0.152	He ran half way to the hardware store.	1
1699.8982	6.1443	random2	33	0.238	The set of china hit the floor with a crash.	1
1708.7316	4.589	random2	34	0.047	The clock struck to mark the third period.	0
1714.5484	6.1064	random2	35	0.133	Those words were the cue for the actor to leave.	0
1722.6651	5.068	random2	36	0.082	Use a pencil to write the first draft.	0
1729.9319	5.1913	random2	37	0.024	We talked of the side show in the circus.	0
1737.8821	5.0951	random2	38	0.059	The dune rose from the edge of the water.	0
1744.8989	5.9643	random2	39	0.203	This is a grand season for hikes on the road.	1
1753.7157	5.1456	random2	40	0.233	A small creek cut across the field.	1
1764.2991	6.0233	random2	41	0.186	The map had an X that meant nothing.	1
1779.0827	5.6441	random2	42	0.122	Try to have the court decide the case.	1
1788.2661	5.9621	random2	43	0.05	Jerk the rope and the bell rings weakly.	0
1797.4996	4.6788	random2	44	0.072	Some ads serve to cheat buyers.	1
1804.4331	7.0149	random2	45	0.135	He broke his ties with groups of former friends.	1
1819.0333	4.9237	random2	46	0.055	Madam, this is the best brand of corn.	0
1825.4834	5.2478	random2	47	0.08	They are pushed back each time they attack.	0
1832.5669	5.8024	random2	48	0.082	Whitings are small fish caught in nets.	0
1841.3336	6.2894	random2	49	0.191	A waxed floor makes us lose balance.	1
1849.7504	7.5901	random2	50	0.199	They floated on the raft to sun their white backs.	1
