onset	duration	trial_type	trial	delay	sentence	detected_delay
1711.4144	3.7232	random2	26	0.073	The horse balked and threw the tall rider.	0
1719.3313	3.9562	random2	27	0.234	A gold vase is both rare and costly.	1
1725.7814	3.1608	random2	28	0.125	Dimes showered down from all sides.	1
1731.0314	4.5891	random2	29	0.246	Pile the coal high in the shed corner.	1
1738.3315	3.6633	random2	30	0.16	The hitch between the horse and cart broke.	1
1745.015	4.482	random2	31	0.103	They are men who walk the middle of the road.	1
1754.0317	4.1831	random2	32	0.174	In some form or other we need fun.	1
1761.2985	3.5387	random2	33	0.165	Ducks fly north but lack a compass.	1
1768.0987	3.9207	random2	34	0.214	Yell and clap as the curtain slides back.	1
1774.8321	3.5456	random2	35	0.159	These pills do less good than others.	1
1781.2155	3.6886	random2	36	0.048	The houses are built of red clay bricks.	0
1786.9989	3.1519	random2	37	0.179	Both brothers wear the same size.	1
1792.9324	3.0969	random2	38	0.055	The prince ordered his head chopped off.	0
1798.4824	3.4734	random2	39	0.056	Fruit flavors are used in fizz drinks.	0
1804.3492	3.1573	random2	40	0.246	Canned pears lack full flavor.	1
1809.9493	4.2914	random2	41	0.085	A strong bid may scare your partner stiff.	0
1818.9827	4.4557	random2	42	0.23	A thing of small note can cause despair.	1
1825.7828	3.3423	random2	43	0.02	Flood the mails with requests for this book.	0
1831.3996	3.6199	random2	44	0.081	A thick coat of black paint covered all.	1
1840.4331	3.3763	random2	45	0.219	Even a just cause needs power to win.	1
1846.5832	3.6965	random2	46	0.195	The leaf drifts along with a slow spin.	1
1852.65	3.5482	random2	47	0.087	Cheap clothes are flashy but don't last.	1
1858.5834	3.7013	random2	48	0.2	Hurdle the pit with the aid of a long pole.	1
1864.6668	2.8806	random2	49	0.012	Peep under the tent and see the clowns.	0
1869.6502	3.5758	random2	50	0.179	The pencil was cut to be sharp at both ends.	1
