onset	duration	trial_type	trial	delay	sentence	detected_delay
35.854	5.8612	baseline	1	0.004	The slush lay deep along the street.	1
48.6041	4.1402	baseline	2	0.004	A Tusk is used to make costly gifts.	0
57.7242	3.6579	baseline	3	0.004	A pound of sugar costs more than eggs.	0
68.3212	3.5623	baseline	4	0.004	The term ended in late june that year.	0
79.4546	3.5221	baseline	5	0.004	The fin was sharp and cut the clear water.	0
88.6047	3.2818	baseline	6	0.004	The bill was paid every third week.	0
96.6382	2.9104	baseline	7	0.004	Ten pins were set in order.	0
104.6217	3.3648	baseline	8	0.004	Bail the boat to stop it from sinking.	0
112.8052	2.9473	baseline	9	0.004	The play seems dull and quite stupid.	0
125.322	3.2512	baseline	10	0.004	A wisp of cloud hung in the blue air.	0
135.5388	3.9757	baseline	11	0.004	The pennant waved when the wind blew.	1
143.9889	3.4196	baseline	12	0.004	Leaves turn brown and yellow in the fall.	0
151.5891	3.0016	baseline	13	0.004	He ordered peach pie with ice cream.	0
157.7058	3.4832	baseline	14	0.004	A lame back kept his score low.	0
167.8393	3.3072	baseline	15	0.004	Weave the carpet on the right hand side.	0
174.1228	3.5821	baseline	16	0.004	Split the log with a quick, sharp blow.	0
181.2729	3.2942	baseline	17	0.004	We find joy in the simplest things.	0
192.6063	4.5577	baseline	18	0.004	Hemp is a weed found in parts of the tropics.	0
208.7066	3.2057	baseline	19	0.004	The bark of the pine tree was shiny and dark.	0
216.4233	3.3749	baseline	20	0.004	Burn peat after the logs give out.	0
224.5735	4.1186	random1	1	0.091	Cheap clothes are flashy but don't last.	1
232.207	3.9232	random1	2	0.041	A strong bid may scare your partner stiff.	0
239.5238	4.7563	random1	3	0.251	A thing of small note can cause despair.	1
251.2573	3.3962	random1	4	0.07	Peep under the tent and see the clowns.	0
257.1406	4.4232	random1	5	0.113	Hurdle the pit with the aid of a long pole.	1
273.1743	4.6334	random1	6	0.092	A thick coat of black paint covered all.	1
282.8082	4.645	random1	7	0.213	Flood the mails with requests for this book.	1
293.8079	4.5707	random1	8	0.14	The leaf drifts along with a slow spin.	0
301.1247	6.2675	random1	9	0.139	Even a just cause needs power to win.	1
325.4084	4.874	random1	10	0.085	The pencil was cut to be sharp at both ends.	1
335.1585	2.8261	random1	11	0.066	Dull stories make her laugh.	0
341.0419	4.1088	random1	12	0.186	Light maple makes for a swell room.	1
348.6754	3.8495	random1	13	0.059	Get the trust fund to the bank early.	1
355.2928	4.4782	random1	14	0.108	A stiff cord will do to fasten your shoe.	1
364.6756	4.893	random1	15	0.156	The cloud moved in a stately way and was gone.	0
373.9758	4.6705	random1	16	0.174	Choose between the high road and the low.	1
382.4425	4.6257	random1	17	0.101	Stop whistling and watch the boys march.	1
390.5427	4.8754	random1	18	0.17	Jerk the cord, and out tumbles the gold.	0
416.3764	3.6915	random1	19	0.151	Slide the tray across the glass top.	0
423.1765	3.1298	random1	20	0.044	Set the piece here and say nothing.	0
