onset	duration	trial_type	trial	delay	sentence	detected_delay
733.5772	4.8572	adaption	18	0.204	The glow deepened in the eyes of the sweet girl.	1
741.6939	4.2026	adaption	19	0.204	We frown when events take a bad turn.	1
749.7144	4.8919	adaption	20	0.204	Port is a strong wine with a smoky taste.	1
759.2942	4.5339	adaption	21	0.204	All sat frozen and watched the screen.	1
769.3444	3.8893	adaption	22	0.204	Quench your thirst, then eat the crackers.	1
777.8445	4.0429	adaption	23	0.204	To reach the end he needs much courage.	1
784.5612	4.3085	adaption	24	0.204	Hedge apples may stain your hands green.	1
792.3447	4.203	adaption	25	0.204	A cloud of dust stung his tender eyes.	1
799.6115	4.2384	adaption	26	0.204	Shape the clay gently into block form.	1
808.1616	4.5901	adaption	27	0.204	A joy to every child is the swan boat.	1
817.2951	5.3581	adaption	28	0.204	The shelves were bare of both jam or crackers.	1
825.6452	5.486	adaption	29	0.204	A ridge on a smooth surface is a bump or flaw.	1
835.162	4.3829	adaption	30	0.204	Tight curls get limp on rainy days.	1
842.8454	4.5376	adaption	31	0.204	The idea is to sew both edges straight.	1
850.6289	5.2559	adaption	32	0.204	Nine rows of soldiers stood in a line.	1
859.6124	3.9825	adaption	33	0.204	A gem in the rough needs work to polish.	1
866.9465	3.9825	adaption	34	0.204	The kitten chased the dog down the street.	1
874.3459	5.9808	adaption	35	0.204	Try to trace the fine lines of the painting.	1
883.1962	4.3767	adaption	36	0.204	Women form less than half of the group.	1
890.4296	4.0296	adaption	37	0.204	Pages bound in cloth make a book.	1
898.3797	5.0532	adaption	38	0.204	The beach is dry and shallow at low tide.	1
906.6632	4.1598	adaption	39	0.204	Code is used when secrets are sent.	1
914.4799	4.4211	adaption	40	0.204	The zones merge in the central part of town.	1
921.4633	4.8437	adaption	41	0.204	The news struck doubt into restless minds.	1
929.4468	4.2984	adaption	42	0.204	Fasten two pins on each side.	1
936.5136	3.8379	adaption	43	0.204	Nudge gently but wake her now.	1
943.4637	4.414	adaption	44	0.204	A cold dip restores health and zest.	1
950.5637	3.7124	adaption	45	0.204	Once we stood beside the shore.	1
957.0472	5.0589	adaption	46	0.204	The point of the steel pen was bent and twisted.	1
964.964	5.0202	adaption	47	0.204	A chink in the wall allowed a draft to blow.	1
973.0141	5.7357	adaption	48	0.204	The sand drifts over the sills of the old house.	1
982.2143	4.1736	adaption	49	0.204	He takes the oath of office each March.	1
988.6649	4.2015	adaption	50	0.204	There is a lag between thought and act.	1
996.2978	4.0146	adaption	51	0.204	The last switch cannot be turned off.	1
1004.8646	4.6456	adaption	52	0.204	The beam dropped down on the workman's head.	1
1012.5647	5.2074	adaption	53	0.204	It is late morning on the old wall clock.	1
1025.8983	5.5583	adaption	54	0.204	She danced like a swan, tall and graceful.	1
1036.2488	5.1813	adaption	55	0.204	The plant grew large and green in the window.	1
1045.4486	5.1312	adaption	56	0.204	Let's all join as we sing the last chorus.	1
1054.2986	4.6791	adaption	57	0.204	Slide the box into that empty space.	1
1063.4155	4.7759	adaption	58	0.204	The fight will end in just six minutes.	1
1071.649	5.1962	adaption	59	0.204	Pink clouds floated with the breeze.	1
1080.5658	6.2289	adaption	60	0.204	The tube was blown and the tire flat and useless.	1
1092.5826	4.1615	adaption	61	0.204	The doctor cured him with these pills.	1
1099.4827	4.3397	adaption	62	0.204	Sunday is the best part of the week.	1
1108.5162	5.0797	adaption	63	0.204	The sky that morning was clear and bright blue.	1
1117.2664	4.6874	adaption	64	0.204	Torn scraps littered the stone floor.	0
1128.6331	5.5177	adaption	65	0.204	The child almost hurt the small dog.	1
1138.2833	4.7373	adaption	66	0.204	The new girl was fired today at noon.	1
1146.0	4.9946	adaption	67	0.204	They felt gay when the ship arrived in port.	1
1153.8668	4.8858	adaption	68	0.204	There was a sound of dry leaves outside.	1
1163.3836	4.4627	adaption	69	0.204	Steam hissed from the broken valve.	1
1172.4005	4.6595	adaption	70	0.204	Add the store's account to the last cent.	1
1181.5177	4.82	adaption	71	0.204	The coffee stand is too high for the couch.	1
1189.734	4.3697	adaption	72	0.204	We tried to replace the coin but failed.	1
1197.6342	3.8436	adaption	73	0.204	He broke a new shoelace that day.	1
1204.8843	4.4636	adaption	74	0.204	The urge to write short stories is rare.	1
1211.9843	3.866	adaption	75	0.204	The pencils have all been used.	1
1221.2012	4.8545	adaption	76	0.204	The pirates seized the crew of the lost ship.	1
1229.6186	5.4349	adaption	77	0.204	The sofa cushion is red and of light weight.	1
1239.0681	4.7911	adaption	78	0.204	She sewed the torn coat quite neatly.	1
1247.7849	4.5602	adaption	79	0.204	The empty flask stood on the tin tray.	1
1255.7017	4.7533	adaption	80	0.204	A speedy man can beat this track mark.	1
1263.7351	5.0778	random2	1	0.24	The dusty bench stood by the stone wall.	1
1274.6885	4.1299	random2	2	0.08	Smile when you say nasty words.	1
1282.5022	4.4901	random2	3	0.065	The square wooden crate was packed to be shipped.	0
1289.0189	4.0999	random2	4	0.185	Shake the dust from your shoes, stranger.	0
1295.7219	4.571	random2	5	0.201	A bowl of rice is free with chicken stew.	1
1303.2191	4.688	random2	6	0.072	That guy is the writer of a few banned books.	0
1311.8525	3.4767	random2	7	0.021	She was kind to sick old people.	0
1319.2193	6.3954	random2	8	0.089	The water in this well is a source of good health.	1
1331.0196	4.3606	random2	9	0.229	Take shelter in this tent, but keep still.	0
1341.803	4.5664	random2	10	0.082	We dress to suit the weather of most days.	1
1349.2698	4.6657	random2	11	0.138	He carved a head from the round block of marble.	1
1356.9366	4.0931	random2	12	0.187	Add the column and put the sum here.	1
1364.7701	4.7216	random2	13	0.069	The third act was dull and tired the players.	1
1372.5701	4.2957	random2	14	0.087	She has a smart way of wearing clothes.	1
1379.5035	3.7846	random2	15	0.061	A young child should not suffer fright.	0
1387.6704	4.2235	random2	16	0.079	Eight miles of woodland burned to waste.	1
1394.9871	3.5853	random2	17	0.067	Acid burns holes in wool cloth.	0
1400.5039	3.467	random2	18	0.083	Fairy tales should be fun to write.	0
1406.2374	4.228	random2	19	0.158	There the flood mark is ten inches.	1
1413.1875	3.9002	random2	20	0.157	We admire and love a good cook.	1
1419.5376	4.5243	random2	21	0.165	The copper bowl shone in the sun's rays.	1
1427.6043	4.9834	random2	22	0.226	The crunch of feet in the snow was the only sound.	1
1440.8879	3.4809	random2	23	0.029	The plush chair leaned against the wall.	0
1446.5049	5.47	random2	24	0.09	He smoke a big pipe with strong contents.	1
1455.588	4.137	random2	25	0.028	Boards will warp unless kept dry.	0
1463.4549	4.5559	random2	26	0.078	Pack the records in a neat thin case.	0
1469.855	3.6904	random2	27	0.243	Fill the ink jar with sticky glue.	1
1476.0384	4.1454	random2	28	0.157	We need grain to keep our mules healthy.	1
1482.9718	3.8423	random2	29	0.09	Glass will clink when struck by metal.	1
1490.4219	4.5341	random2	30	0.2	Bathe and relax in the cool green grass.	1
1498.272	4.2582	random2	31	0.16	A stiff cord will do to fasten your shoe.	1
1506.3722	4.2999	random2	32	0.212	Stop whistling and watch the boys march.	1
1513.9724	3.586	random2	33	0.006	Slide the tray across the glass top.	0
1519.3724	2.6568	random2	34	0.008	Dull stories make her laugh.	0
1524.7391	3.9925	random2	35	0.064	Jerk the cord, and out tumbles the gold.	0
1531.5393	4.4786	random2	36	0.075	The cloud moved in a stately way and was gone.	0
1538.506	4.214	random2	37	0.216	Choose between the high road and the low.	1
1545.3061	4.1562	random2	38	0.07	Set the piece here and say nothing.	1
1552.0895	3.6914	random2	39	0.075	Light maple makes for a swell room.	1
1558.2896	4.7134	random2	40	0.017	Get the trust fund to the bank early.	0
1565.3231	3.9903	random2	41	0.018	Be sure to set that lamp firmly in the hole.	0
1571.9066	4.2691	random2	42	0.16	Cap the jar with a tight brass cover.	1
1578.8066	4.3753	random2	43	0.066	The first part of the plan needs changing.	1
1587.1567	4.0632	random2	44	0.051	The mail comes in three batches per day.	1
1595.8569	4.1689	random2	45	0.06	A round mat will cover the dull spot.	1
1604.0236	4.0241	random2	46	0.215	The poor boy missed the boat again.	1
1611.0071	4.2228	random2	47	0.168	You cannot brew tea in a cold pot.	1
1618.1072	4.6968	random2	48	0.129	A good book informs of what we ought to know.	1
1625.974	3.0684	random2	49	0.012	Hang tinsel from both branches.	0
1631.7075	3.9812	random2	50	0.134	Pick a card and slip it under the pack.	1
