onset	duration	trial_type	trial	delay	sentence	detected_delay
30.3725	5.5931	baseline	1	0.004	The doorknob was made of bright clean brass.	0
44.5726	3.7179	baseline	2	0.004	Live wires should be kept covered.	0
55.6728	3.6149	baseline	3	0.004	The fly made its way along the wall.	0
65.7063	4.0189	baseline	4	0.004	The large house had hot water taps.	0
79.7899	3.8597	baseline	5	0.004	The cement had dried when he moved it.	0
91.4233	3.7514	baseline	6	0.004	Write at once or you may forget it.	0
104.1402	3.1194	baseline	7	0.004	Do that with a wooden stick.	0
116.807	4.3372	baseline	8	0.004	The wreck occurred by the bank on Main Street.	1
130.674	4.2427	baseline	9	0.004	The loss of the second ship was hard to take.	0
142.8408	3.6251	baseline	10	0.004	It is hard to erase blue or red ink.	1
152.041	4.9502	baseline	11	0.004	These coins will be needed to pay his debt.	0
163.941	4.1273	baseline	12	0.004	Twist the valve and release hot steam.	1
173.9746	4.2353	baseline	13	0.004	The smell of burned rags itches my nose.	1
186.5415	4.1772	baseline	14	0.004	The marsh will freeze when cold enough.	1
196.7752	4.2368	baseline	15	0.004	The vamp of the shoe had a gold buckle.	0
206.0423	3.8315	baseline	16	0.004	The nag pulled the frail cart along.	1
214.2252	4.4704	baseline	17	0.004	This horse will nose his way to the finish.	1
231.1421	3.6534	baseline	18	0.004	The dry wax protects the deep scratch.	1
240.8756	3.7574	baseline	19	0.004	He picked up the dice for a second roll.	1
251.1591	3.9673	baseline	20	0.004	New pants lack cuffs and pockets.	1
262.8594	8.0469	random1	1	0.16	Pack the kits and don't forget the salt.	1
276.8929	4.131	random1	2	0.086	Poached eggs and tea must suffice.	1
284.4596	6.0899	random1	3	0.105	A cruise in warm waters in a sleek yacht is fun.	1
295.5931	4.618	random1	4	0.187	Bad nerves are jangled by a door slam.	1
304.7932	3.6798	random1	5	0.121	Fine soap saves tender skin.	1
311.2433	4.6759	random1	6	0.181	Tear a thin sheet from the yellow pad.	1
323.1601	4.836	random1	7	0.204	A streak of color ran down the left edge.	1
337.6104	4.1102	random1	8	0.171	The square peg will settle in the round hole.	1
343.7938	3.3095	random1	9	0.059	It was done before the boy could see it.	0
350.4439	3.8815	random1	10	0.151	Crouch before you jump or miss the mark.	1
360.8441	4.1347	random1	11	0.16	Hemp is a weed found in parts of the tropics.	1
371.761	3.9191	random1	12	0.072	A lame back kept his score low.	0
378.5443	3.5262	random1	13	0.031	Burn peat after the logs give out.	0
387.9945	3.2176	random1	14	0.005	He ordered peach pie with ice cream.	0
396.4779	3.74	random1	15	0.189	The pennant waved when the wind blew.	1
406.4281	5.019	random1	16	0.225	The bark of the pine tree was shiny and dark.	0
422.045	4.2383	random1	17	0.093	Weave the carpet on the right hand side.	1
428.9951	3.3507	random1	18	0.148	Leaves turn brown and yellow in the fall.	1
435.5952	3.8289	random1	19	0.164	We find joy in the simplest things.	1
448.8287	3.3841	random1	20	0.041	Split the log with a quick, sharp blow.	0
457.8455	4.0689	random1	21	0.063	The vast space stretched into the far distance.	0
463.8289	2.9803	random1	22	0.007	Shake hands with this friendly child.	0
470.8957	3.4955	random1	23	0.161	The bank pressed for payment of the debt.	0
479.3625	6.4338	random1	24	0.243	A rich farm is rare in this sandy waste.	1
491.3294	3.6726	random1	25	0.062	The theft of the pearl pin was kept secret.	0
500.0795	4.0163	random1	26	0.086	His wide grin earned many friends.	0
508.5463	3.5794	random1	27	0.224	Press the pedal with your left foot.	1
520.0131	5.5493	random1	28	0.231	Neat plans fail without luck.	1
531.1633	3.9487	random1	29	0.084	Flax makes a fine brand of paper.	0
537.7468	3.8835	random1	30	0.113	The black trunk fell from the landing.	0
546.6302	4.0858	random1	31	0.17	Write fast if you want to finish early.	1
556.2971	3.5286	random1	32	0.032	The node on the stalk of wheat grew daily.	0
562.1971	4.1951	random1	33	0.084	The gold ring fits only a pierced ear.	0
570.3973	5.4965	random1	34	0.079	The barrel of beer was a brew of malt and hops.	0
580.8974	5.0578	random1	35	0.23	The mute muffled the high tones of the horn.	1
590.3475	3.7897	random1	36	0.165	Watch the log float in the wide river.	0
598.881	3.4941	random1	37	0.018	His shirt was clean but one button was gone.	0
608.0644	3.5244	random1	38	0.112	Tin cans are absent from store shelves.	0
620.7981	4.3792	random1	39	0.145	The old pan was covered with hard fudge.	1
632.5814	5.2808	random1	40	0.225	The heap of fallen leaves was set on fire.	1
643.3483	3.4556	random1	41	0.027	Cod is the main business of the north shore.	0
649.6151	3.7951	random1	42	0.081	There is a fine hard tang in salty air.	0
656.5486	3.6599	random1	43	0.06	The aim of the contest is to raise a great fund.	0
662.8986	3.5005	random1	44	0.16	A smatter of French is worse than none.	0
672.6326	3.7958	random1	45	0.187	The mule trod the treadmill day and night.	1
682.5156	4.0544	random1	46	0.057	To send it now in large amounts is bad.	0
691.9324	5.8587	random1	47	0.156	The rarest spice comes from the far East.	0
706.6327	4.403	random1	48	0.069	Dunk the stale biscuits into strong drink.	0
717.1328	6.3158	random1	49	0.253	The slab was hewn from heavy blocks of slate.	1
728.7663	3.3042	random1	50	0.005	The roof should be tilted at a sharp slant.	0
734.9664	4.3183	adaption	1	0.204	Bail the boat to stop it from sinking.	1
746.1665	4.8273	adaption	2	0.204	A pound of sugar costs more than eggs.	1
759.4334	5.1009	adaption	3	0.204	A Tusk is used to make costly gifts.	1
772.2003	4.0831	adaption	4	0.204	The bill was paid every third week.	1
780.4171	4.7521	adaption	5	0.204	A wisp of cloud hung in the blue air.	1
790.3005	4.4343	adaption	6	0.204	The slush lay deep along the street.	0
799.5841	4.6763	adaption	7	0.204	The fin was sharp and cut the clear water.	0
808.8508	4.0794	adaption	8	0.204	The play seems dull and quite stupid.	1
815.1843	3.6885	adaption	9	0.204	The term ended in late june that year.	1
821.1677	3.8475	adaption	10	0.204	Ten pins were set in order.	1
