onset	duration	trial_type	trial	delay	sentence	detected_delay
941.503	5.1553	random2	3	0.193	Thick glasses helped him read the print.	1
947.903	4.1779	random2	4	0.211	The music played on while they talked.	1
955.3365	2.6309	random2	5	0.017	The bunch of grapes was pressed into wine.	0
959.0366	3.3778	random2	6	0.028	The screen before the fire kept in the sparks.	0
963.7039	2.8374	random2	7	0.005	Birth and death marks the limits of life.	0
967.67	4.8537	random2	8	0.225	The hinge on the door creaked with old age.	1
973.5868	3.8717	random2	9	0.081	Fly by night and you waste little time.	1
978.7371	3.2402	random2	10	0.026	He sent the figs, but kept the ripe cherries.	0
983.2035	3.4927	random2	11	0.253	A thin stripe runs down the middle.	1
987.937	4.9816	random2	12	0.169	There is a strong chance it will happen once more.	1
994.1204	2.9651	random2	13	0.033	He lent his coat to the tall gaunt stranger.	0
998.6539	3.9663	random2	14	0.033	Sweet words work better than fierce.	0
1004.2872	3.1877	random2	15	0.058	Greet the new guests and leave quickly.	0
1008.4707	4.227	random2	16	0.146	A plea for funds seems to come again.	1
1013.7041	2.9605	random2	17	0.01	When the frost has come it is time for turkey.	0
1017.8374	3.986	random2	18	0.197	Lush ferns grow on the lofty rocks.	1
1027.0875	4.4213	random2	19	0.062	The duke left the park in a silver coach.	0
1033.0043	4.935	random2	20	0.17	A six comes up more often than a ten.	0
1041.3878	5.0454	random2	21	0.12	This will lead the world to more sound and fury.	1
1047.8549	4.4568	random2	22	0.11	Add salt before you fry the egg.	1
1053.4547	2.648	random2	23	0.005	The first worm gets snapped early.	0
1057.2048	3.7927	random2	24	0.077	The birch looked stark white and lonesome.	0
1062.3048	2.8037	random2	25	0.054	Jump the fence and hurry up the bank.	0
1066.4548	4.1724	random2	26	0.239	To make pure ice, you freeze water.	1
1071.605	4.0769	random2	27	0.083	The rush for funds reached its peak Tuesday.	1
1076.8383	4.858	random2	28	0.233	On the islands the sea breeze is soft and mild.	1
1082.8717	3.5435	random2	29	0.076	The play began as soon as we sat down.	0
1089.2718	4.2856	random2	30	0.138	The box is held by a bright red snapper.	0
1095.1386	4.0654	random2	31	0.151	Cap the jar with a tight brass cover.	1
1100.2721	3.6667	random2	32	0.224	The first part of the plan needs changing.	1
1105.0554	4.1061	random2	33	0.082	A good book informs of what we ought to know.	1
1110.3555	4.0206	random2	34	0.162	The poor boy missed the boat again.	1
1115.2556	4.3912	random2	35	0.152	Be sure to set that lamp firmly in the hole.	1
1121.889	2.7086	random2	36	0.005	You cannot brew tea in a cold pot.	0
1125.8224	3.9259	random2	37	0.197	Pick a card and slip it under the pack.	1
1130.8891	3.754	random2	38	0.148	Hang tinsel from both branches.	1
1136.1726	4.301	random2	39	0.128	A round mat will cover the dull spot.	1
1141.5399	2.9087	random2	40	0.033	The mail comes in three batches per day.	0
1145.8393	3.4081	random2	41	0.082	An abrupt start does not win the prize.	0
1150.6895	4.1166	random2	42	0.086	The office paint was a dull, sad tan.	0
1156.2896	5.4427	random2	43	0.218	The jacket hung on the back of the wide chair.	1
1163.1562	3.9507	random2	44	0.199	Drop the two when you add the figures.	1
1168.2564	3.6174	random2	45	0.156	Wood is best for making toys and blocks.	1
1173.9231	2.4615	random2	46	0.018	He knew the skill of the great young actress.	0
1177.4732	3.6302	random2	47	0.207	A filing case is now hard to buy.	1
1182.2399	4.2862	random2	48	0.156	At that high level the air is pure.	1
1188.3567	3.896	random2	49	0.149	A rag will soak up spilled water.	1
1193.6068	4.5803	random2	50	0.208	A shower of dirt fell from the hot pipes.	1
