onset	duration	trial_type	trial	delay	sentence	detected_delay
38.1672	4.399	baseline	1	0.004	Every word and phrase he speaks is true.	0
51.7007	2.8385	baseline	2	0.004	Help the weak to preserve their strength.	0
59.5508	3.2184	baseline	3	0.004	Drive the screw straight into the wood.	0
66.4175	2.918	baseline	4	0.004	Paper will dry out when wet.	0
72.3843	3.2857	baseline	5	0.004	He put his last cartridge into the gun and fired.	0
78.5344	3.462	baseline	6	0.004	Slide the catch back and open the desk.	0
84.5178	2.4932	baseline	7	0.004	They took their kids from the public school.	0
89.3345	2.9552	baseline	8	0.004	Keep the hatch tight and the watch constant.	0
96.018	3.9337	baseline	9	0.004	Sever the twine with a quick snip of the knife.	0
104.3348	3.119	baseline	10	0.004	A sullen smile gets few friends.	0
110.8182	3.17	baseline	11	0.004	A thin stripe runs down the middle.	0
117.8184	3.0161	baseline	12	0.004	Sweet words work better than fierce.	0
124.535	3.5377	baseline	13	0.004	The duke left the park in a silver coach.	0
131.9685	3.3663	baseline	14	0.004	When the frost has come it is time for turkey.	0
137.902	3.1674	baseline	15	0.004	There is a strong chance it will happen once more.	0
143.9688	3.019	baseline	16	0.004	A six comes up more often than a ten.	0
150.2688	3.1096	baseline	17	0.004	A plea for funds seems to come again.	0
155.9522	3.2406	baseline	18	0.004	Lush ferns grow on the lofty rocks.	0
162.7523	3.1987	baseline	19	0.004	Greet the new guests and leave quickly.	0
169.3024	3.7028	baseline	20	0.004	He lent his coat to the tall gaunt stranger.	0
178.0859	4.477	random1	1	0.191	Most of the news is easy for us to hear.	1
185.0026	4.2226	random1	2	0.075	Mince pie is a dish served to children.	1
191.8861	4.0415	random1	3	0.171	Let it burn, it gives us warmth and comfort.	1
199.3196	2.7983	random1	4	0.044	Next Tuesday we must vote.	1
205.1363	4.2439	random1	5	0.158	Tack the strip of carpet to the worn floor.	1
212.0697	3.6288	random1	6	0.077	The clan gathered on each dull night.	1
218.787	3.9897	random1	7	0.138	He used the lathe to make brass objects.	1
226.27	3.417	random1	8	0.204	A child's wit saved the day for us.	1
232.57	4.2192	random1	9	0.151	The vane on top of the pole revolved in the wind.	1
239.6868	4.1326	random1	10	0.171	A castle built from sand fails to endure.	1
246.9536	4.0241	random1	11	0.045	He sent the figs, but kept the ripe cherries.	1
253.0203	3.8039	random1	12	0.029	The bunch of grapes was pressed into wine.	1
259.1537	3.8609	random1	13	0.126	Birth and death marks the limits of life.	1
265.5705	3.3946	random1	14	0.049	The music played on while they talked.	1
271.4039	3.3917	random1	15	0.013	Dispense with a vest on a day like this.	1
277.6707	3.9632	random1	16	0.114	Fly by night and you waste little time.	1
283.6042	4.0361	random1	17	0.161	The hinge on the door creaked with old age.	1
290.1875	3.4434	random1	18	0.081	The chair looked strong but had no bottom.	1
295.9715	3.9937	random1	19	0.159	The screen before the fire kept in the sparks.	1
302.3877	3.784	random1	20	0.181	Thick glasses helped him read the print.	1
308.5378	3.1285	random1	21	0.025	Add salt before you fry the egg.	1
314.0546	3.8742	random1	22	0.103	The box is held by a bright red snapper.	1
321.5547	3.1483	random1	23	0.032	Jump the fence and hurry up the bank.	1
326.9381	2.9876	random1	24	0.017	The play began as soon as we sat down.	1
332.4382	3.246	random1	25	0.179	The first worm gets snapped early.	1
