onset	duration	trial_type	trial	delay	sentence	detected_delay
973.4696	3.8565	adaption	27	0.204	A pot of tea helps to pass the evening.	0
979.4864	3.8943	adaption	28	0.204	Smoky fires lack flame and heat.	0
984.9031	4.42	adaption	29	0.204	The girl at the booth sold fifty bonds.	0
992.7865	3.7188	adaption	30	0.204	The soft cushion broke the man's fall.	1
998.2533	3.9386	adaption	31	0.204	The lease ran out in sixteen weeks.	0
1006.9034	3.9423	adaption	32	0.204	A tame squirrel makes a nice pet.	0
1013.0535	3.5188	adaption	33	0.204	The two met while playing on the sand.	0
1017.9369	4.458	adaption	34	0.204	The fruit peel was cut in thick slices.	1
1025.0037	4.6693	adaption	35	0.204	The heart beat strongly and with firm strokes.	1
1032.3705	4.6367	adaption	36	0.204	The walled town was seized without a fight.	1
1038.4205	4.2572	adaption	37	0.204	The horn of the car woke the sleeping cop.	1
1044.6873	3.957	adaption	38	0.204	The pearl was worn in a thin silver ring.	0
1056.3875	3.9178	adaption	39	0.204	The ink stain dried on the finished page.	1
1074.5878	4.5448	adaption	40	0.204	A yacht slid around the point into the bay.	1
1081.9046	3.5705	adaption	41	0.204	The just claim got the right verdict.	0
1088.0713	4.49	adaption	42	0.204	Those thistles bend in a high wind.	1
1097.6048	3.8343	adaption	43	0.204	Mud was spattered on the front of his white shirt.	0
1105.2216	4.2795	adaption	44	0.204	The young kid jumped the rusty gate.	1
1114.8384	4.1243	adaption	45	0.204	The cigar burned a hole in the desk top.	1
1120.4884	5.4884	adaption	46	0.204	The spot on the blotter was made by green ink.	1
1147.2055	3.6372	adaption	47	0.204	A salt pickle tastes fine with ham.	0
1153.3389	3.4143	adaption	48	0.204	The tree top waved in a graceful way.	0
1158.2893	3.1187	adaption	49	0.204	Pure bred poodles have curls.	0
1162.9224	2.9405	adaption	50	0.204	Guess the result from the first scores.	0
1167.7059	4.3555	adaption	51	0.204	The beauty of the view stunned the young boy.	1
1174.4559	4.3797	adaption	52	0.204	Her purse was full of useless trash.	0
1180.8394	3.307	adaption	53	0.204	Two blue fish swam in the tank.	0
1185.7728	3.8281	adaption	54	0.204	The fish twisted and turned on the bent hook.	1
1193.9896	3.7933	adaption	55	0.204	The colt reared and threw the tall rider.	0
1199.7063	4.4271	adaption	56	0.204	The small pup gnawed a hole in the sock.	1
1205.7397	4.2722	adaption	57	0.204	It snowed, rained, and hailed the same morning.	1
1212.1065	5.2155	adaption	58	0.204	Press the pants and sew a button on the vest.	1
1219.6566	3.8559	adaption	59	0.204	Read verse out loud for pleasure.	0
1225.9401	4.0908	adaption	60	0.204	The swan dive was far short of perfect.	0
1231.9402	5.2089	adaption	61	0.204	Beef is scarcer than some lamb.	1
1239.0069	4.3806	adaption	62	0.204	A cone costs five cents on Mondays.	0
1245.9237	4.2141	adaption	63	0.204	The stale smell of old beer lingers.	1
1252.1405	4.1159	adaption	64	0.204	His hip struck the knee of the next player.	0
1258.1573	3.6736	adaption	65	0.204	It's a dense crowd in two distinct ways.	0
1265.2906	4.8182	adaption	66	0.204	It takes heat to bring out the odor.	0
1272.2574	4.1299	adaption	67	0.204	Raise the sail and steer the ship northward.	1
1278.2575	4.0243	adaption	68	0.204	Heave the line over the port side.	1
1284.2909	3.6935	adaption	69	0.204	The desk was firm on the shaky floor.	0
1289.341	4.338	adaption	70	0.204	A lathe cuts and trims any wood.	1
1295.3244	3.2094	adaption	71	0.204	Time brings us many changes.	0
1300.3745	5.1495	adaption	72	0.204	Men think and plan and sometimes act.	0
1308.0746	4.7035	adaption	73	0.204	The store walls were lined with colored frocks.	0
1317.4414	4.7664	adaption	74	0.204	The quick fox jumped on the sleeping cat.	1
1324.6083	3.894	adaption	75	0.204	Screw the round cap on as tight as needed.	1
1329.9916	4.893	adaption	76	0.204	The nozzle of the fire hose was bright brass.	1
1336.9084	4.3906	adaption	77	0.204	The rise to fame of a person takes luck.	1
1342.5418	4.5078	adaption	78	0.204	Paper is scarce, so write with much care.	1
1348.8086	4.2315	adaption	79	0.204	The peace league met to discuss their plans.	0
1354.4422	3.5167	adaption	80	0.204	The purple tie was ten years old.	0
1359.7755	4.1498	random2	1	0.145	A pink shell was found on the sandy beach.	0
1365.4922	4.5996	random2	2	0.082	The blind man counted his old coins.	0
1372.1763	4.3059	random2	3	0.09	A gold ring will please most any girl.	1
1378.2424	3.6785	random2	4	0.227	When you hear the bell, come quickly.	0
1383.9424	2.8572	random2	5	0.166	Small children came to see him.	0
1396.0759	3.7205	random2	6	0.094	She saw a cat in the neighbor's house.	1
1401.426	4.5129	random2	7	0.174	She called his name many times.	0
1408.5762	4.145	random2	8	0.044	The grass and bushes were wet with dew.	1
1414.5763	3.5435	random2	9	0.152	The long journey home took a year.	0
1419.5263	3.7762	random2	10	0.252	A severe storm tore down the barn.	1
1425.5097	4.0873	random2	11	0.18	Slide the box into that empty space.	1
1431.4932	5.4539	random2	12	0.21	She danced like a swan, tall and graceful.	0
1438.4933	3.6525	random2	13	0.193	Pink clouds floated with the breeze.	0
1451.4769	3.9536	random2	14	0.238	The fight will end in just six minutes.	0
1456.9435	4.2375	random2	15	0.21	The beam dropped down on the workman's head.	0
1463.5437	3.8278	random2	16	0.237	The last switch cannot be turned off.	0
1468.8104	4.0637	random2	17	0.208	Let's all join as we sing the last chorus.	0
1479.6272	4.3241	random2	18	0.067	It is late morning on the old wall clock.	1
1508.3777	5.0223	random2	19	0.127	The tube was blown and the tire flat and useless.	1
1515.2444	3.8662	random2	20	0.211	The plant grew large and green in the window.	1
1521.0612	4.1918	random2	21	0.176	A stiff cord will do to fasten your shoe.	1
1526.978	3.7857	random2	22	0.23	Light maple makes for a swell room.	1
1532.9947	5.7669	random2	23	0.23	Get the trust fund to the bank early.	0
1540.0448	3.4916	random2	24	0.072	Slide the tray across the glass top.	0
1545.0949	3.2483	random2	25	0.038	Stop whistling and watch the boys march.	0
1550.0949	3.1431	random2	26	0.059	Dull stories make her laugh.	0
1554.445	3.9598	random2	27	0.245	Jerk the cord, and out tumbles the gold.	1
1560.0451	3.9822	random2	28	0.114	Choose between the high road and the low.	0
1566.1286	4.3052	random2	29	0.221	Set the piece here and say nothing.	0
1574.812	5.1713	random2	30	0.076	The cloud moved in a stately way and was gone.	1
1581.5121	3.678	random2	31	0.011	Pack the records in a neat thin case.	0
1586.9622	3.1546	random2	32	0.021	The plush chair leaned against the wall.	0
1591.5456	3.666	random2	33	0.108	He smoke a big pipe with strong contents.	0
1597.0123	4.0777	random2	34	0.251	The crunch of feet in the snow was the only sound.	1
1602.7124	3.9043	random2	35	0.078	We need grain to keep our mules healthy.	1
1608.8958	4.4552	random2	36	0.201	The copper bowl shone in the sun's rays.	0
1615.0987	3.7469	random2	37	0.212	Glass will clink when struck by metal.	1
1620.63	3.5503	random2	38	0.135	Fill the ink jar with sticky glue.	0
1626.0127	4.1261	random2	39	0.195	Boards will warp unless kept dry.	1
1639.1796	3.4201	random2	40	0.07	Bathe and relax in the cool green grass.	0
1644.1797	5.4822	random2	41	0.079	The beetle droned in the hot June sun.	1
1651.5632	3.2414	random2	42	0.015	A big wet stain was on the round carpet.	0
1656.2632	3.4282	random2	43	0.026	The kite dipped and swayed, but stayed aloft.	1
1663.2633	3.6343	random2	44	0.249	Ripe pears are fit for a queen's table.	1
1668.3301	4.614	random2	45	0.163	The door was barred, locked, and bolted as well.	1
1674.4968	4.3898	random2	46	0.089	The little tales they tell are false.	1
1680.4803	3.869	random2	47	0.16	She blushed when he gave her a white orchid.	0
1686.1138	4.5859	random2	48	0.149	This strong arm shall shield your honor.	1
1692.3304	3.672	random2	49	0.005	The room was crowded with a wild mob.	0
1697.4139	5.2667	random2	50	0.121	The pleasant hours fly by much too soon.	1
